44.57	-0.87	-0.73	-0.91	-0.24	8	2.82	14	9.98	-20	-12.79	6.00
44.63	-0.69	-1.53	-1.29	2.56	1	-1.29	5	10.54	-12	-9.25	6.00
44.69	-0.59	-1.10	-0.29	4.09	-1	-11.80	12	8.44	-9	3.36	6.00
44.75	-0.55	-0.43	0.67	2.99	-11	-15.58	9	6.20	4	9.38	6.00
44.81	-0.05	0.00	1.25	0.00	-15	-10.09	6	0.46	9	9.64	6.00
44.87	0.55	-1.04	1.37	-3.54	-12	-1.28	6	-2.09	12	3.37	6.00
44.93	0.63	-0.37	0.47	-4.03	-1	8.36	0	-4.75	2	-3.60	6.00
44.99	-0.03	0.00	0.21	-2.01	6	3.05	-7	0.31	-3	-3.36	6.00
45.05	0.48	0.85	0.69	-0.55	2	-0.73	0	-6.80	-2	7.53	6.00
45.11	-0.17	0.49	0.77	0.67	0	-7.79	-4	0.23	8	7.56	6.00
45.17	-0.00	0.00	1.42	-0.24	-9	-10.63	0	0.04	8	10.59	6.00
45.23	-0.23	-0.37	0.78	0.55	-12	-9.07	0	3.09	13	5.97	6.00
45.29	-0.85	-1.34	0.34	0.00	-6	-8.39	2	11.46	-1	-3.07	6.00
45.35	-1.58	-1.71	0.62	0.49	-10	-15.67	11	19.19	-3	-3.53	6.00
45.41	-1.39	-1.89	-0.02	0.00	-16	-8.82	19	17.99	-3	-9.17	6.00
45.47	-0.86	-1.34	0.26	0.00	-6	-7.81	17	11.55	-8	-3.74	6.00
45.53	-0.25	-1.22	0.23	-1.89	-7	-0.11	12	5.70	-3	-5.60	6.00
45.59	-0.94	-1.53	-0.24	-1.89	-3	0.06	4	12.81	-6	-12.87	6.00
45.65	-0.84	-0.67	-0.93	-0.55	0	3.89	12	9.56	-11	-13.46	6.00
45.71	-0.71	-2.50	-1.34	2.69	4	-2.63	9	13.48	-12	-10.85	6.00
45.77	-0.43	-5.98	-0.86	7.81	-1	-22.28	12	20.55	-8	1.73	6.00
45.83	-0.73	-15.99	-0.30	5.68	-20	-36.96	17	51.24	3	-14.28	6.00
45.89	-1.88	-26.79	-0.34	4.21	-33	-53.38	12	91.79	-13	-38.41	6.00
45.95	-3.34	-31.98	-0.47	0.98	-18	-58.44	9	119.56	-37	-61.12	6.00
46.01	-4.48	-30.27	0.06	2.20	-20	-68.39	12	125.23	-55	-56.84	6.00
46.07	-6.07	-16.05	0.65	-0.79	-1	-53.28	10	100.15	-28	-46.87	6.00
46.13	-6.33	1.83	1.23	-7.02	-6	-19.15	8	52.69	-29	-33.54	6.00
46.19	-5.30	20.87	1.36	-15.32	-1	30.99	10	-9.69	-26	-21.31	6.00
46.25	-3.57	35.22	0.80	-23.38	6	82.79	8	-65.43	-18	-17.36	6.00
46.31	-0.87	38.33	-0.40	-32.04	81	129.80	-64	-98.77	-19	-31.03	6.00
46.37	1.43	30.46	-2.74	-32.23	24	148.31	-12	-97.90	-33	-50.41	6.00
46.43	1.38	11.11	-3.86	-21.55	3	104.27	-6	-43.52	-28	-60.75	6.00
46.49	0.22	-9.09	-3.74	-4.09	10	27.75	-8	23.30	-30	-51.05	6.00
46.55	-1.66	-20.63	-2.88	10.07	7	-37.79	8	72.59	-28	-34.80	6.00
46.61	-3.62	-21.55	-2.06	15.75	-61	-68.19	73	93.05	-31	-24.86	6.00
46.67	-4.13	-17.40	-0.69	15.87	-63	-75.88	19	86.14	-28	-10.27	6.00
46.73	-5.37	-10.86	-0.57	8.00	-1	-54.41	10	79.29	-7	-24.88	6.00
46.79	-5.08	-6.53	-0.78	-2.01	-1	-21.29	11	64.60	-21	-43.32	6.00
46.85	-5.55	0.43	-1.04	-12.33	-1	13.17	10	49.49	-30	-62.66	6.00
46.91	-4.71	8.00	-2.66	-18.43	7	55.12	9	20.71	-31	-75.83	6.00
46.97	-3.47	11.96	-3.81	-14.83	50	66.71	9	-1.67	-31	-65.05	6.00
47.03	-2.18	11.96	-4.10	-3.11	60	46.64	8	-13.36	-31	-33.28	6.00
47.09	-2.25	7.87	-2.77	12.08	11	-6.53	4	-1.37	-31	7.90	6.00
47.15	-2.32	9.22	-1.29	17.64	8	-30.15	2	-4.44	7	34.59	6.00
47.21	-1.13	9.22	-0.26	13.00	-26	-21.63	-5	-15.38	34	37.01	6.00
47.27	-0.01	7.57	-0.25	2.62	-18	6.18	-14	-21.00	36	14.82	6.00
47.33	-0.61	1.22	-0.91	-9.09	6	28.05	-20	2.21	15	-30.26	6.00
47.39	-0.96	0.00	-2.85	-22.83	25	73.22	5	8.80	-31	-82.02	6.00
47.45	-0.70	-2.08	-3.98	-11.23	75	52.46	1	12.18	-78	-64.64	6.00
47.51	-1.71	-5.43	-3.04	10.38	45	-16.37	11	30.74	-42	-14.37	6.00
47.57	-2.02	-4.64	-0.21	35.28	1	-99.10	29	31.37	-9	67.73	6.00
47.63	-2.25	-0.79	2.07	27.10	-96	-93.09	28	22.80	64	70.29	6.00
47.69	-2.15	10.38	2.51	0.00	-1	-15.25	19	-9.24	67	24.49	6.00
47.75	-1.01	14.22	0.45	-24.29	-1	70.21	-11	-30.35	19	-39.87	6.00
47.81	-0.16	12.63	-2.01	-29.91	63	104.87	-30	-33.74	-37	-71.12	6.00
47.87	0.14	5.74	-3.84	-19.23	105	85.31	-30	-17.21	-70	-68.10	6.00
47.93	-0.19	-6.29	-4.24	4.64	3	12.73	-17	19.23	-53	-31.96	6.00
47.99	-1.40	-11.72	-2.67	18.74	17	-46.78	54	45.43	-33	1.35	6.00
48.05	-1.81	-10.86	-0.47	26.00	-74	-82.40	43	46.82	-10	35.58	6.00
48.11	-2.38	-3.66	0.70	9.40	-87	-44.12	44	31.90	34	12.22	6.00
48.17	-1.26	9.77	0.43	-11.78	-29	32.87	29	-15.71	14	-17.16	6.00
48.23	0.18	14.83	-1.39	-23.32	1	88.71	4	-42.92	-16	-45.79	6.00
48.29	0.57	11.66	-3.29	-21.30	85	96.20	-41	-37.66	-45	-58.53	6.00
48.35	0.44	-2.81	-4.05	-1.28	26	33.20	-37	3.83	-54	-37.02	6.00
48.41	-1.09	-15.38	-2.67	17.27	2	-46.97	-8	52.82	-37	-5.85	6.00
48.47	-2.11	-12.15	-0.51	25.15	-76	-83.16	52	53.06	-7	30.10	6.00
48.53	-2.06	-4.46	1.24	18.43	-80	-69.85	49	31.26	28	38.59	6.00
48.59	-0.64	12.45	0.89	-8.24	-1	27.22	34	-28.82	37	1.60	6.00
48.65	0.79	16.91	-0.83	-19.65	1	81.11	-52	-54.34	2	-26.78	6.00
48.71	1.06	13.24	-2.54	-21.36	82	94.92	-52	-46.55	-26	-48.37	6.00
48.77	1.14	-2.26	-3.20	0.00	63	27.36	-48	-4.08	-46	-23.27	6.00
48.83	-0.54	-18.49	-1.81	17.09	21	-55.12	-2	56.46	-21	-1.34	6.00
48.89	-2.06	-18.62	0.07	22.40	-50	-89.90	54	70.64	0	19.26	6.00
48.95	-2.91	-12.82	1.61	14.77	-90	-79.49	68	62.28	19	17.21	6.00
49.01	-3.00	9.89	0.93	-8.18	-1	12.45	49	-0.15	17	-12.30	6.00
49.07	-1.18	21.24	-0.56	-17.52	-7	70.89	8	-48.41	-12	-22.48	6.00
49.13	0.34	19.84	-2.25	-17.88	65	90.13	-47	-58.35	-20	-31.79	6.00
49.19	0.91	7.39	-3.23	-4.88	88	51.73	-56	-28.88	-31	-22.85	6.00
49.25	-0.66	-15.50	-2.43	9.09	21	-27.35	-28	49.24	-24	-21.89	6.00
49.31	-2.45	-19.47	-1.25	14.47	-25	-63.33	45	76.62	-23	-13.29	6.00
49.37	-2.83	-17.76	-0.52	12.45	-57	-63.61	74	75.32	-14	-11.71	6.00
49.43	-2.93	5.19	-0.08	-1.46	-37	-1.99	60	12.29	-10	-10.30	6.00
49.49	-0.68	26.79	-1.33	-15.69	-3	82.52	12	-68.36	-9	-14.16	6.00
49.55	1.56	25.94	-2.51	-17.09	73	104.29	-64	-86.47	-13	-17.81	6.00
49.61	2.59	14.28	-3.90	-12.15	86	91.87	-83	-63.42	-17	-28.44	6.00
49.67	0.75	-19.65	-3.78	5.62	21	-7.62	-14	47.88	-27	-40.27	6.00
49.73	-1.31	-23.32	-2.86	11.17	5	-42.79	50	76.88	-37	-34.09	6.00
49.79	-3.06	-21.55	-1.70	10.44	-39	-55.70	74	87.99	-33	-32.29	6.00
49.85	-3.24	5.43	-1.00	3.85	-58	-8.56	43	14.44	-28	-5.88	6.00
49.91	-1.22	22.34	-1.71	-8.36	-6	59.21	15	-51.04	-6	-8.18	6.00
49.97	0.96	28.75	-2.97	-11.54	56	95.75	-49	-88.86	-7	-6.89	6.00
50.03	2.74	20.45	-4.17	-11.78	90	102.34	-89	-81.93	-5	-20.41	6.00
50.09	3.05	-7.08	-3.76	8.85	2	12.45	-22	-8.10	-19	-4.36	6.00
50.15	1.51	-17.40	-2.08	20.45	8	-50.20	-7	34.69	-5	15.51	6.00
50.21	-0.30	-23.32	-0.05	24.66	-54	-92.86	19	67.63	14	25.23	6.00
50.27	-1.34	-5.86	0.84	15.50	-89	-58.31	66	28.55	23	29.77	6.00
50.33	-0.80	8.54	1.38	-1.65	-2	1.29	28	-16.52	28	15.23	6.00
50.39	0.97	20.32	0.38	-9.77	-7	53.28	-25	-65.48	16	12.20	6.00
50.45	2.65	16.97	-0.14	-11.84	54	65.42	-61	-71.45	12	6.03	6.00
50.51	3.33	0.37	-0.60	-4.52	61	31.36	-20	-31.46	6	0.10	6.00
50.57	1.48	-20.14	-0.27	1.71	31	-23.31	-14	42.60	0	-19.30	6.00
50.63	-0.67	-24.41	0.12	4.39	-31	-48.59	15	74.06	-20	-25.47	6.00
50.69	-1.25	-18.07	0.05	6.29	-49	-46.40	70	61.74	-25	-15.34	6.00
50.75	-1.52	3.54	0.48	-1.22	-51	-2.89	48	4.04	-16	-1.15	6.00
50.81	0.50	22.28	-0.18	-11.60	-2	62.68	7	-66.62	0	3.94	6.00
50.87	2.48	22.40	-1.12	-11.23	57	78.48	-63	-85.01	4	6.53	6.00
50.93	3.60	11.96	-2.07	-6.41	77	64.88	-81	-66.16	7	1.29	6.00
50.99	1.83	-20.94	-1.09	8.67	15	-33.09	-22	41.61	1	-8.52	6.00
51.05	-0.37	-25.15	-0.41	10.31	-9	-58.31	77	73.39	-9	-15.08	6.00
51.11	-1.06	-22.71	0.27	8.97	-53	-60.23	69	72.88	-15	-12.66	6.00
51.17	-1.55	3.05	0.18	-3.23	-55	3.55	35	5.69	-14	-9.23	6.00
51.23	0.28	21.24	-0.93	-11.66	-13	66.29	5	-61.68	-9	-4.61	6.00
51.29	2.13	21.12	-1.95	-10.93	59	80.91	-60	-78.30	-4	-2.61	6.00
51.35	2.41	10.44	-2.88	-5.74	81	62.14	-76	-51.08	-2	-11.06	6.00
51.41	0.98	-20.20	-1.74	8.12	9	-29.49	-23	47.31	-11	-17.82	6.00
51.47	-1.18	-24.54	-0.98	11.23	-51	-58.88	58	79.13	-17	-20.25	6.00
51.53	-2.04	-19.71	0.25	10.19	-57	-63.32	78	73.50	-20	-10.19	6.00
51.59	-2.37	4.82	0.44	-1.89	-52	-2.98	31	8.19	-10	-5.21	6.00
51.65	-0.16	25.51	-0.51	-13.12	-1	70.42	9	-69.54	-4	-0.88	6.00
51.71	2.03	26.43	-1.77	-15.38	68	97.17	-70	-92.13	0	-5.04	6.00
51.77	3.48	16.30	-3.00	-12.02	89	91.32	-88	-77.15	-4	-14.17	6.00
51.83	1.85	-18.13	-3.24	2.81	37	2.09	-23	33.54	-15	-35.63	6.00
51.89	-0.48	-27.40	-2.69	7.26	1	-36.62	9	80.70	-35	-44.08	6.00
51.95	-1.44	-23.56	-1.68	8.18	-40	-45.85	77	78.76	-42	-32.90	6.00
52.01	-2.08	0.43	-1.30	2.01	-43	-3.49	33	17.77	-31	-14.28	6.00
52.07	-0.15	22.28	-1.37	-7.02	21	58.10	18	-60.70	-13	2.60	6.00
52.13	1.79	21.73	-2.27	-10.56	51	81.86	-58	-76.87	3	-4.99	6.00
52.19	3.22	13.06	-3.26	-12.21	79	88.12	-72	-65.80	-4	-22.32	6.00
52.25	1.89	-13.37	-3.16	-5.31	8	27.83	-19	19.93	-22	-47.76	6.00
52.31	-0.40	-27.28	-3.40	-4.03	25	-3.23	1	79.65	-47	-76.42	6.00
52.37	-2.48	-27.83	-3.29	-6.10	-33	-9.33	76	100.13	-70	-90.79	6.00
52.43	-3.50	-6.90	-3.85	-9.64	5	28.13	28	51.19	-46	-79.32	6.00
52.49	-1.92	17.64	-4.25	-13.85	28	82.84	25	-31.59	-47	-51.25	6.00
52.55	0.61	28.69	-5.26	-17.21	70	125.85	-49	-85.46	-46	-40.40	6.00
52.61	2.30	16.78	-6.73	-16.97	25	128.02	-83	-67.70	-37	-60.32	6.00
52.67	2.06	-0.37	-8.01	-11.35	10	99.61	-10	-17.76	-38	-81.85	6.00
52.73	1.38	-13.61	-8.67	0.00	2	55.90	-11	25.30	-35	-81.20	6.00
52.79	0.55	-9.89	-8.51	13.67	13	23.10	26	22.47	-45	-45.58	6.00
52.85	-0.51	-3.72	-6.44	29.17	28	-26.90	29	15.02	-34	11.89	6.00
52.91	-0.66	4.94	-3.66	35.77	4	-53.43	14	-7.73	17	61.16	6.00
52.97	0.17	6.23	-1.45	28.32	-51	-47.35	-6	-18.89	58	66.24	6.00
53.03	1.14	4.58	-0.72	11.29	-49	-9.95	-19	-23.12	68	33.07	6.00
53.09	1.21	-1.65	-1.79	-6.47	-10	33.00	-21	-6.50	37	-26.50	6.00
53.15	0.23	-7.87	-3.06	-14.28	2	48.74	-6	19.80	-32	-68.54	6.00
53.21	-0.92	-9.70	-3.16	-5.00	49	19.35	57	35.40	-67	-54.75	6.00
53.27	-1.74	-4.15	-2.79	10.62	18	-17.25	34	27.48	-53	-10.23	6.00
53.33	-0.92	5.74	-0.63	28.93	-21	-60.98	24	-7.62	-13	68.60	6.00
53.39	-0.36	9.58	1.35	23.44	-60	-55.50	-8	-23.39	66	78.89	6.00
53.45	0.25	10.01	2.08	2.50	-14	-7.44	-21	-30.16	75	37.59	6.00
53.51	0.79	4.03	0.05	-23.19	-2	64.80	-29	-18.44	38	-46.36	6.00
53.57	0.25	-3.91	-3.00	-40.22	67	116.45	-15	8.57	-42	-125.02	6.00
53.63	0.00	-3.66	-5.17	-24.11	119	93.94	-9	10.16	-73	-104.10	6.00
53.69	0.46	-6.71	-4.81	4.21	8	20.60	9	14.49	-45	-35.09	6.00
53.75	0.92	2.44	-2.22	32.65	27	-53.59	12	-15.20	-36	68.78	6.00
53.81	1.25	-0.85	0.45	35.03	-57	-83.56	-13	-9.00	66	92.56	6.00
53.87	1.61	3.85	2.07	16.30	-84	-42.99	-11	-25.38	89	68.37	6.00
53.93	1.18	2.01	1.72	-14.47	-40	29.50	-25	-16.37	40	-13.13	6.00
53.99	1.43	4.58	-0.89	-31.74	50	96.51	-18	-25.81	-28	-70.70	6.00
54.05	2.15	1.28	-3.25	-32.47	99	115.60	-24	-23.21	-69	-92.39	6.00
54.11	2.27	-6.23	-4.06	-3.85	26	43.04	-24	-3.36	-40	-39.68	6.00
54.17	1.91	-14.83	-2.36	18.49	9	-37.83	-2	23.84	-22	13.99	6.00
54.23	0.24	-19.90	-0.10	30.88	-73	-100.33	1	53.22	-3	47.12	6.00
54.29	0.04	-10.80	1.47	18.68	-98	-71.51	51	29.75	48	41.76	6.00
54.35	-0.47	1.77	1.60	-3.36	-25	-4.24	26	-0.66	41	4.90	6.00
54.41	0.71	14.95	-0.25	-20.14	-2	74.62	6	-48.09	6	-26.53	6.00
54.47	2.13	15.93	-1.85	-18.13	78	90.27	-44	-63.79	-23	-26.47	6.00
54.53	3.16	5.62	-2.09	-3.17	83	46.43	-42	-44.51	-25	-1.92	6.00
54.59	1.77	-15.87	-0.52	17.33	37	-51.69	-13	28.01	-2	23.67	6.00
54.65	-0.24	-24.90	1.11	19.84	-70	-92.41	-1	71.58	23	20.83	6.00
54.71	-2.03	-21.24	2.41	14.22	-88	-92.23	71	77.70	19	14.52	6.00
54.77	-2.52	2.56	2.10	-9.40	-24	-1.88	79	15.88	15	-14.01	6.00
54.83	-1.01	23.25	0.48	-15.50	6	61.33	16	-55.52	-14	-5.80	6.00
54.89	1.62	33.02	-0.35	-17.88	62	99.26	-54	-106.71	-6	7.45	6.00
54.95	3.77	24.54	-0.77	-5.98	87	71.89	-94	-102.77	6	30.88	6.00
55.01	3.55	-3.17	0.24	5.49	16	-3.40	-16	-23.57	30	26.96	6.00
55.07	1.67	-20.02	0.40	4.70	12	-34.70	-7	40.48	26	-5.78	6.00
55.13	-0.49	-24.72	0.65	6.53	-48	-57.54	70	73.28	-6	-15.74	6.00
55.19	-0.44	-10.25	0.24	-3.66	-58	-9.35	72	32.60	-14	-23.24	6.00
55.25	-0.70	2.99	-0.34	-1.34	-7	6.90	32	-1.93	-22	-4.97	6.00
55.31	0.82	14.16	-0.39	-3.66	-9	35.34	12	-46.89	-6	11.54	6.00
55.37	1.85	6.71	-0.63	0.00	27	22.74	-44	-35.58	12	12.84	6.00
55.43	1.75	-7.75	-0.97	3.78	27	-4.25	-35	5.59	13	-1.34	6.00
55.49	-0.60	-28.20	-0.28	7.08	5	-56.88	-8	84.02	0	-27.13	6.00
55.55	-2.54	-23.25	0.52	5.00	-58	-60.21	81	87.98	-27	-27.77	6.00
55.61	-3.78	-10.56	0.93	-0.24	-56	-38.72	31	63.93	-28	-25.20	6.00
55.67	-2.01	17.76	0.55	-7.26	-1	28.68	21	-31.09	-25	2.42	6.00
55.73	-0.01	21.91	0.15	-9.40	-1	51.98	-55	-60.96	11	8.98	6.00
55.79	0.25	15.56	-0.60	-11.11	50	54.34	-59	-45.60	7	-8.75	6.00
55.85	0.31	-8.36	-1.54	-10.31	51	26.86	-44	20.41	-9	-47.28	6.00
55.91	-1.84	-24.35	-2.07	-6.53	22	-10.17	0	84.63	-46	-74.47	6.00
55.97	-3.79	-23.07	-2.15	4.94	-13	-44.36	80	98.83	-72	-54.48	6.00
56.03	-3.90	-3.48	-0.22	19.71	-40	-68.47	29	45.32	-35	23.15	6.00
56.09	-2.17	20.51	1.57	21.61	-71	-45.90	16	-37.28	-2	83.18	6.00
56.15	-0.16	29.36	2.68	7.93	-1	-0.21	0	-80.30	82	80.51	6.00
56.21	1.95	23.93	1.78	-15.08	-19	64.52	-80	-84.43	43	19.91	6.00
56.27	2.45	-0.61	-0.48	-30.58	63	87.85	-19	-20.68	16	-67.17	6.00
56.33	0.60	-20.87	-2.35	-25.82	91	54.54	-4	52.65	-63	-107.18	6.00
56.39	-1.65	-29.24	-3.48	-11.05	13	5.95	47	96.49	-107	-102.44	6.00
56.45	-3.03	-16.78	-2.34	9.89	10	-42.55	95	74.39	-33	-31.84	6.00
56.51	-3.17	6.90	-1.04	15.26	-15	-33.43	27	9.70	-29	23.74	6.00
56.57	-1.63	19.53	-0.05	6.84	-31	3.71	10	-39.53	43	35.82	6.00
56.63	0.68	29.91	-1.29	-12.94	2	86.13	-26	-89.50	35	3.37	6.00
56.69	2.32	20.39	-3.53	-28.38	83	135.37	-89	-77.94	3	-57.42	6.00
56.75	1.71	1.46	-5.32	-30.21	34	124.76	-12	-19.70	-56	-105.07	6.00
56.81	0.64	-7.39	-7.19	-28.44	45	118.08	-9	14.76	-43	-132.84	6.00
56.87	0.57	-3.36	-9.31	-23.93	46	129.26	0	4.14	-52	-133.39	6.00
56.93	0.47	0.37	-10.34	-6.10	13	99.19	-14	-5.34	-40	-93.84	6.00
56.99	1.46	9.16	-10.27	8.12	6	81.08	-5	-38.85	-33	-42.23	6.00
57.05	2.01	3.48	-9.07	28.20	44	17.76	-41	-28.03	-40	10.26	6.00
57.11	2.70	3.23	-7.29	35.22	19	-10.39	-26	-33.70	-6	44.10	6.00
57.17	1.85	-15.87	-4.16	41.38	-16	-80.61	-15	27.34	43	53.26	6.00
57.23	-0.36	-27.47	-1.89	29.85	-75	-96.92	2	79.81	54	17.11	6.00
57.29	-2.55	-24.48	-1.59	5.37	-1	-46.07	78	91.44	19	-45.38	6.00
57.35	-3.48	-5.55	-2.16	-4.52	-4	4.39	66	47.20	-43	-51.59	6.00
57.41	-1.84	17.52	-2.44	-2.01	2	40.16	16	-32.01	-49	-8.16	6.00
57.47	0.38	27.34	-1.70	16.97	72	12.32	-13	-79.64	-6	67.32	6.00
57.53	2.01	15.81	-0.16	26.61	17	-31.77	-77	-62.34	65	94.11	6.00
57.59	1.62	-7.93	2.47	32.47	-33	-101.52	-29	7.30	61	94.21	6.00
57.65	-0.53	-25.76	3.07	14.95	-1	-98.64	-9	76.58	25	22.06	6.00
57.71	-2.62	-23.56	3.95	14.59	-2	-111.13	74	89.49	21	21.64	6.00
57.77	-3.22	-7.87	5.08	7.57	-16	-84.15	84	51.36	20	32.78	6.00
57.83	-2.64	8.91	6.90	18.25	-45	-98.24	18	-0.74	25	98.97	6.00
57.89	-1.19	17.27	7.81	3.97	-1	-52.78	8	-37.20	26	89.97	6.00
57.95	0.07	17.15	8.60	1.04	-2	-46.29	-35	-48.42	32	94.71	6.00
58.01	1.48	11.90	8.36	-11.47	-28	-15.11	-49	-46.66	38	61.77	6.00
58.07	1.91	-0.92	6.99	-13.24	-1	-15.93	-48	-14.88	30	30.81	6.00
58.13	1.73	-12.82	4.88	-26.79	-13	16.09	-16	19.86	32	-35.94	6.00
58.19	0.23	-20.14	2.42	-32.47	23	32.20	2	53.98	-13	-86.18	6.00
58.25	-0.88	-14.53	0.36	-25.57	22	34.57	55	48.45	-76	-83.02	6.00
58.31	-1.19	-2.75	-0.64	-7.75	37	14.49	48	18.54	-35	-33.02	6.00
58.37	0.07	11.05	0.90	18.13	10	-35.15	20	-31.36	-35	66.51	6.00
58.43	0.77	8.00	2.88	21.30	-30	-59.52	-31	-29.31	64	88.82	6.00
58.49	1.15	2.81	4.40	13.85	-57	-59.10	-30	-18.29	90	77.39	6.00
58.55	0.41	-14.77	2.64	-18.25	-16	4.41	-13	37.43	34	-41.84	6.00
58.61	-1.38	-22.46	0.18	-32.41	-5	39.12	3	75.18	-3	-114.30	6.00
58.67	-3.20	-18.86	-1.51	-28.63	31	40.15	74	81.72	-114	-121.87	6.00
58.73	-2.81	1.22	-1.47	-9.28	36	22.89	24	22.30	-37	-45.19	6.00
58.79	-1.93	10.56	-1.81	5.68	22	6.50	23	-11.74	-42	5.24	6.00
58.85	-0.84	15.81	0.00	19.41	4	-28.63	8	-36.37	43	65.00	6.00
58.91	-1.06	-1.89	1.31	11.05	-23	-44.46	-34	14.94	61	29.52	6.00
58.97	-1.98	-11.11	0.47	-2.32	-43	-22.62	14	49.04	28	-26.42	6.00
59.03	-3.91	-24.23	-0.79	-27.59	-19	21.21	47	103.17	-25	-124.38	6.00
59.09	-4.94	-12.27	-3.28	-29.05	47	56.41	33	79.25	-42	-135.66	6.00
59.15	-4.49	-2.93	-4.75	-29.17	52	83.36	9	49.17	-35	-132.54	6.00
59.21	-4.79	-1.95	-7.21	-28.99	55	102.33	19	49.23	-67	-151.56	6.00
59.27	-5.44	-2.69	-8.21	-8.79	14	57.52	32	57.19	-48	-114.71	6.00
59.33	-5.61	-7.32	-7.01	11.17	22	-7.34	8	71.64	-22	-64.30	6.00
59.39	-6.78	0.00	-4.82	28.87	5	-62.42	12	61.88	-27	0.54	6.00
59.45	-6.79	-0.31	-1.60	26.31	-62	-82.23	19	62.85	29	19.38	6.00
59.51	-6.89	9.40	1.04	17.58	-77	-69.02	31	36.75	21	32.27	6.00
59.57	-5.02	18.01	3.59	11.60	-5	-54.21	17	-4.30	30	58.52	6.00
59.63	-2.48	20.14	4.54	-3.91	-38	-9.75	-2	-33.45	58	43.20	6.00
59.69	0.15	21.61	3.72	-16.91	-1	42.11	-31	-61.58	45	19.47	6.00
59.75	1.24	6.90	1.90	-22.03	70	53.39	-63	-30.56	22	-22.83	6.00
59.81	0.45	-5.86	0.87	-14.65	51	22.33	-29	12.23	-60	-34.56	6.00
59.87	-1.11	-18.68	1.47	0.00	16	-42.68	-4	62.13	-34	-19.45	6.00
59.93	-2.31	-14.95	2.66	7.45	-42	-70.34	60	62.74	-18	7.61	6.00
59.99	-2.98	-2.99	3.32	3.05	-60	-51.40	61	35.57	6	15.83	6.00
60.05	-1.61	17.33	2.16	-9.64	-9	22.98	35	-33.61	16	10.63	6.00
60.11	0.35	27.04	0.31	-20.45	56	86.13	-3	-78.48	10	-7.65	6.00
60.17	1.87	24.96	-1.39	-16.42	82	93.84	-78	-86.58	-9	-7.26	6.00
60.23	2.62	0.49	-1.49	-5.62	85	37.95	-26	-25.31	-8	-12.64	6.00
60.29	0.54	-25.02	-0.84	6.84	6	-42.19	-9	64.74	-13	-22.55	6.00
60.35	-2.25	-35.77	-0.37	9.34	-24	-79.68	65	120.13	-23	-40.45	6.00
60.41	-4.13	-20.45	-0.57	3.30	-76	-50.74	120	94.64	-39	-43.90	6.00
60.47	-3.80	14.89	-1.01	-4.33	-2	21.83	27	-6.78	-40	-15.04	6.00
60.53	-0.76	36.87	-2.19	-13.31	47	97.25	-15	-95.71	-16	-1.54	6.00
60.59	2.31	39.25	-3.57	-12.88	103	124.49	-93	-130.34	-1	5.86	6.00
60.65	3.72	14.95	-4.15	-0.61	30	72.10	-26	-75.63	23	3.52	6.00
60.71	3.13	-4.33	-2.85	13.31	10	-1.30	-21	-16.48	0	17.78	6.00
60.77	1.75	-13.00	-1.28	25.70	7	-61.92	-16	20.19	16	41.73	6.00
60.83	1.33	-4.94	0.96	26.25	-58	-71.72	48	1.61	43	70.11	6.00
60.89	1.68	4.09	2.29	11.05	-71	-31.41	29	-26.74	65	58.16	6.00
60.95	2.88	10.07	1.73	-14.77	-35	49.14	-24	-54.35	28	5.21	6.00
